zip檔名	拍數	累積拍數	經名	山圖號
0083-054垂04	45	29472	大方廣佛華嚴經六十卷（54）	11834011
0083-055垂05	49	29521	大方廣佛華嚴經六十卷（55）	11834111
0083-056垂06		29521	大方廣佛華嚴經六十卷（56）	11834211
0083-057垂07	45	29566	大方廣佛華嚴經六十卷（57）	11834311
0083-058垂08	46	29612	大方廣佛華嚴經六十卷（58）	11834411
0083-059垂09	45	29657	大方廣佛華嚴經六十卷（59）	11834511
0083-060垂10	44	29701	大方廣佛華嚴經六十卷（60）	11834611
0084-001拱01		29701	大方廣佛華嚴經八十卷（01）	11834711
0084-002拱02		29701	大方廣佛華嚴經八十卷（02）	11834811
0084-003拱03		29701	大方廣佛華嚴經八十卷（03）	11834911
0084-004拱04		29701	大方廣佛華嚴經八十卷（04）	11835011
0084-005拱05		29701	大方廣佛華嚴經八十卷（05）	11835111
0084-006拱06	37	29738	大方廣佛華嚴經八十卷（06）	11835211
0084-007拱07	37	29775	大方廣佛華嚴經八十卷（07）	11835311
0084-008拱08		29775	大方廣佛華嚴經八十卷（08）	11835411
0084-009拱09	30	29805	大方廣佛華嚴經八十卷（09）	11835511
0084-010拱10	27	29832	大方廣佛華嚴經八十卷（10）	11835611
0084-011平01		29832	大方廣佛華嚴經八十卷（11）	11835711
0084-012平02	29	29861	大方廣佛華嚴經八十卷（12）	11835811
0084-013平03	37	29898	大方廣佛華嚴經八十卷（13）	11835911
0084-014平04	35	29933	大方廣佛華嚴經八十卷（14）	11836011
0084-015平05		29933	大方廣佛華嚴經八十卷（15）	11836111
0084-016平06	42	29975	大方廣佛華嚴經八十卷（16）	11836211
0084-017平07	42	30017	大方廣佛華嚴經八十卷（17）	11836311
0084-018平08	25	30042	大方廣佛華嚴經八十卷（18）	11836411
0084-019平09	36	30078	大方廣佛華嚴經八十卷（19）	11836511
0084-020平10	34	30112	大方廣佛華嚴經八十卷（20）	11836611
0084-021章01	27	30139	大方廣佛華嚴經八十卷（21）	11836711
0084-022章02	37	30176	大方廣佛華嚴經八十卷（22）	11836811
0084-023章03	35	30211	大方廣佛華嚴經八十卷（23）	11836911
0084-024章04	34	30245	大方廣佛華嚴經八十卷（24）	11837011
0084-025章05	33	30278	大方廣佛華嚴經八十卷（25）	11837111
0084-026章06	33	30311	大方廣佛華嚴經八十卷（26）	11837211
0084-027章07	36	30347	大方廣佛華嚴經八十卷（27）	11837311
0084-028章08	42	30389	大方廣佛華嚴經八十卷（28）	11837411
0084-029章09	25	30414	大方廣佛華嚴經八十卷（29）	11837511
0084-030章10	29	30443	大方廣佛華嚴經八十卷（30）	11837611
0084-031愛01	38	30481	大方廣佛華嚴經八十卷（31）	11837711
0084-032愛02	24	30505	大方廣佛華嚴經八十卷（32）	11837811
0084-033愛03	26	30531	大方廣佛華嚴經八十卷（33）	11837911
0084-034愛04	36	30567	大方廣佛華嚴經八十卷（34）	11838011
0084-035愛05	28	30595	大方廣佛華嚴經八十卷（35）	11838111
0084-036愛06	26	30621	大方廣佛華嚴經八十卷（36）	11838211
0084-037愛07	32	30653	大方廣佛華嚴經八十卷（37）	11838311
0084-038愛08	38	30691	大方廣佛華嚴經八十卷（38）	11838411
0084-039愛09	38	30729	大方廣佛華嚴經八十卷（39）	11838511
0084-040愛10	26	30755	大方廣佛華嚴經八十卷（40）	11838611
0084-041育01	27	30782	大方廣佛華嚴經八十卷（41）	11838711
0084-042育02	30	30812	大方廣佛華嚴經八十卷（42）	11838811
0084-043育03		30812	大方廣佛華嚴經八十卷（43）	11838911
0084-044育04	41	30853	大方廣佛華嚴經八十卷（44）	11839011
0084-045育05	30	30883	大方廣佛華嚴經八十卷（45）	11839111
0084-046育06		30883	大方廣佛華嚴經八十卷（46）	11839211
0084-047育07	32	30915	大方廣佛華嚴經八十卷（47）	11839311
0084-048育08	38	30953	大方廣佛華嚴經八十卷（48）	11839411
0084-049育09		30953	大方廣佛華嚴經八十卷（49）	11839511
0084-050育10	38	30991	大方廣佛華嚴經八十卷（50）	11839611
0084-051黎01		30991	大方廣佛華嚴經八十卷（51）	11839711
0084-052黎02	33	31024	大方廣佛華嚴經八十卷（52）	11839811
0084-053黎03	31	31055	大方廣佛華嚴經八十卷（53）	11839911
0084-054黎04	31	31086	大方廣佛華嚴經八十卷（54）	11840011
0084-055黎05	31	31117	大方廣佛華嚴經八十卷（55）	11840111
0084-056黎06	35	31152	大方廣佛華嚴經八十卷（56）	11840211
0084-057黎07	34	31186	大方廣佛華嚴經八十卷（57）	11840311
0084-058黎08	37	31223	大方廣佛華嚴經八十卷（58）	11840411
0084-059黎09	40	31263	大方廣佛華嚴經八十卷（59）	11840511
0084-060黎10	45	31308	大方廣佛華嚴經八十卷（60）	11840611
0084-061首01	33	31341	大方廣佛華嚴經八十卷（61）	11840711
0084-062首02	33	31374	大方廣佛華嚴經八十卷（62）	11840811
0084-063首03	34	31408	大方廣佛華嚴經八十卷（63）	11840911
0084-064首04	32	31440	大方廣佛華嚴經八十卷（64）	11841011
0084-065首05	33	31473	大方廣佛華嚴經八十卷（65）	11841111
0084-066首06	39	31512	大方廣佛華嚴經八十卷（66）	11841211
0084-067首07	35	31547	大方廣佛華嚴經八十卷（67）	11841311
0084-068首08	40	31587	大方廣佛華嚴經八十卷（68）	11841411
0084-069首09	33	31620	大方廣佛華嚴經八十卷（69）	11841511
0084-070首10	34	31654	大方廣佛華嚴經八十卷（70）	11841611
0084-071臣01	44	31698	大方廣佛華嚴經八十卷（71）	11841711
0084-072臣02	31	31729	大方廣佛華嚴經八十卷（72）	11841811
0084-073臣03	33	31762	大方廣佛華嚴經八十卷（73）	11841911
0084-074臣04	24	31786	大方廣佛華嚴經八十卷（74）	11842011
0084-075臣05	44	31830	大方廣佛華嚴經八十卷（75）	11842111
0084-076臣06	37	31867	大方廣佛華嚴經八十卷（76）	11842211
0084-077臣07	46	31913	大方廣佛華嚴經八十卷（77）	11842311
0084-078臣08	41	31954	大方廣佛華嚴經八十卷（78）	11842411
0084-079臣09	27	31981	大方廣佛華嚴經八十卷（79）	11842511
0084-080臣10	36	32017	大方廣佛華嚴經八十卷（80）	11842611
0085-001伏01	28	32045	大方廣佛華嚴經四十卷（01）	11842711
0085-002伏02		32045	大方廣佛華嚴經四十卷（02）	11842811
0085-003伏03		32045	大方廣佛華嚴經四十卷（03）	11842911
0085-004伏04		32045	大方廣佛華嚴經四十卷（04）	11843011
0085-005伏05	31	32076	大方廣佛華嚴經四十卷（05）	11843111
0085-006伏06	30	32106	大方廣佛華嚴經四十卷（06）	11843211
0085-007伏07		32106	大方廣佛華嚴經四十卷（07）	11843311
0085-008伏08		32106	大方廣佛華嚴經四十卷（08）	11843411
0085-009伏09		32106	大方廣佛華嚴經四十卷（09）	11843511
0085-010伏10	33	32139	大方廣佛華嚴經四十卷（10）	11843611
0085-011戎01		32139	大方廣佛華嚴經四十卷（11）	11843711
0085-012戎02		32139	大方廣佛華嚴經四十卷（12）	11843811
0085-013戎03		32139	大方廣佛華嚴經四十卷（13）	11843911
0085-014戎04		32139	大方廣佛華嚴經四十卷（14）	11844011
0085-015戎05		32139	大方廣佛華嚴經四十卷（15）	11844111
0085-016戎06		32139	大方廣佛華嚴經四十卷（16）	11844211
0085-017戎07		32139	大方廣佛華嚴經四十卷（17）	11844311
0085-018戎08		32139	大方廣佛華嚴經四十卷（18）	11844411
0085-019戎09		32139	大方廣佛華嚴經四十卷（19）	11844511
0085-020戎10		32139	大方廣佛華嚴經四十卷（20）	11844611
0085-021羌01		32139	大方廣佛華嚴經四十卷（21）	11844711
0085-022羌02	23	32162	大方廣佛華嚴經四十卷（22）	11844811
0085-023羌03	27	32189	大方廣佛華嚴經四十卷（23）	11844911
0085-024羌04	32	32221	大方廣佛華嚴經四十卷（24）	11845011
0085-025羌05	29	32250	大方廣佛華嚴經四十卷（25）	11845111
0085-026羌06	32	32282	大方廣佛華嚴經四十卷（26）	11845211
0085-027羌07	32	32314	大方廣佛華嚴經四十卷（27）	11845311
0085-028羌08	26	32340	大方廣佛華嚴經四十卷（28）	11845411
0085-029羌09	32	32372	大方廣佛華嚴經四十卷（29）	11845511
0085-030羌10	33	32405	大方廣佛華嚴經四十卷（30）	11845611
0085-031遐01	23	32428	大方廣佛華嚴經四十卷（31）	11845711
0085-032遐02	31	32459	大方廣佛華嚴經四十卷（32）	11845811
0085-033遐03	29	32488	大方廣佛華嚴經四十卷（33）	11845911
0085-034遐04	30	32518	大方廣佛華嚴經四十卷（34）	11846011
0085-035遐05	32	32550	大方廣佛華嚴經四十卷（35）	11846111
0085-036遐06	31	32581	大方廣佛華嚴經四十卷（36）	11846211
0085-037遐07	24	32605	大方廣佛華嚴經四十卷（37）	11846311
0085-038遐08	30	32635	大方廣佛華嚴經四十卷（38）	11846411
0085-039遐09	28	32663	大方廣佛華嚴經四十卷（39）	11846511
0085-040遐10	33	32696	大方廣佛華嚴經四十卷（40）	11846611
0086-001邇01	39	32735	信力入印法門經五卷（01）	11846711
0086-002邇02		32735	信力入印法門經五卷（02）	11846811
0086-003邇03	38	32773	信力入印法門經五卷（03）	11846911
0086-004邇04	36	32809	信力入印法門經五卷（04）	11847011
0086-005邇05	39	32848	信力入印法門經五卷（05）	11847111
0087-001邇06		32848	佛華嚴入如來德智不思議境界經一卷	11847211
0088-001邇07	37	32885	佛說如來興顯經四卷（01）	11847311
0088-002邇08	35	32920	佛說如來興顯經四卷（02）	11847411
0088-003邇09	36	32956	佛說如來興顯經四卷（03）	11847511
0088-004邇10	33	32989	佛說如來興顯經四卷（04）	11847611
0091-001壹01	45	33034	①大方廣入如來智德不思議經一卷②大方廣佛華嚴經修慈分一卷③顯無邊佛土功德經一卷	11847711
0093-001壹02		33034	①大方廣佛華嚴經不思議佛境界分一卷②大方廣如來不思議境界經一卷	11847811
0096-001壹03	44	33078	①大方廣普賢所說經一卷②莊嚴菩提心經一卷③佛說菩薩本業經一卷	11847911
0099-001壹04		33078	①大方廣佛華嚴經續入法界品一卷②佛說兜沙經一卷③大方廣菩薩十地經一卷	11848011
0100-001壹05	36	33114	度世品經六卷（01）	11848111
0100-002壹06	41	33155	度世品經六卷（02）	11848211
0100-003壹07	38	33193	度世品經六卷（03）	11848311
0100-004壹08	40	33233	度世品經六卷（04）	11848411
0100-005壹09		33233	度世品經六卷（05）	11848511
0100-006壹10	44	33277	度世品經六卷（06）	11848611
0101-001體01	39	33316	十住經六卷（01）	11848711
0101-002體02	29	33345	十住經六卷（02）	11848811
0101-003體03	39	33384	十住經六卷（03）	11848911
0101-004體04	38	33422	十住經六卷（04）	11849011
0101-005體05		33422	十住經六卷（05）	11849111
0101-006體06	29	33451	十住經六卷（06）	11849211
0102-001體07	35	33486	佛說羅摩伽經四卷（01）	11849311
0102-002體08	36	33522	佛說羅摩伽經四卷（02）	11849411
0102-003體09		33522	佛說羅摩伽經四卷（03）	11849511
0102-004體10	38	33560	佛說羅摩伽經四卷（04）	11849611
0105-001率01	46	33606	①諸菩薩求佛本業經一卷②菩薩十住行道品經一卷③佛說菩薩十住經一卷	11849711
0106-001率02	42	33648	漸備一切智德經五卷（01）	11849811
0106-002率03	43	33691	漸備一切智德經五卷（02）	11849911
0106-003率04	50	33741	漸備一切智德經五卷（03）	11850011
0106-004率05	43	33784	漸備一切智德經五卷（04）	11850111
0106-005率06	43	33827	漸備一切智德經五卷（05）	11850211
0107-001率07		33827	等目菩薩所問三昧經三卷（01）	11850311
0107-002率08		33827	等目菩薩所問三昧經三卷（02）	11850411
0107-003率09	41	33868	等目菩薩所問三昧經三卷（03）	11850511
0108-001率10		33868	文殊師利問菩薩署經一卷	11850611
0109-001賓01	39	33907	大般涅盤經四十卷（01）	11850711
0109-002賓02	43	33950	大般涅盤經四十卷（02）	11850811
0109-003賓03	37	33987	大般涅盤經四十卷（03）	11850911
0109-004賓04	31	34018	大般涅盤經四十卷（04）	11851011
0109-005賓05	39	34057	大般涅盤經四十卷（05）	11851111
0109-006賓06	36	34093	大般涅盤經四十卷（06）	11851211
0109-007賓07	37	34130	大般涅盤經四十卷（07）	11851311
0109-008賓08	40	34170	大般涅盤經四十卷（08）	11851411
0109-009賓09	33	34203	大般涅盤經四十卷（09）	11851511
0109-010賓10	38	34241	大般涅盤經四十卷（10）	11851611
0109-011歸01	41	34282	大般涅盤經四十卷（11）	11851711
0109-012歸02		34282	大般涅盤經四十卷（12）	11851811
0109-013歸03		34282	大般涅盤經四十卷（13）	11851911
0109-014歸04		34282	大般涅盤經四十卷（14）	11852011
0109-015歸05	36	34318	大般涅盤經四十卷（15）	11852111
0109-016歸06	33	34351	大般涅盤經四十卷（16）	11852211
0109-017歸07		34351	大般涅盤經四十卷（17）	11852311
0109-018歸08		34351	大般涅盤經四十卷（18）	11852411
0109-019歸09		34351	大般涅盤經四十卷（19）	11852511
0109-020歸10		34351	大般涅盤經四十卷（20）	11852611
0109-021王01		34351	大般涅盤經四十卷（21）	11852711
0109-022王02	35	34386	大般涅盤經四十卷（22）	11852811
0109-023王03	35	34421	大般涅盤經四十卷（23）	11852911
0109-024王04	39	34460	大般涅盤經四十卷（24）	11853011
0109-025王05		34460	大般涅盤經四十卷（25）	11853111
0109-026王06		34460	大般涅盤經四十卷（26）	11853211
0109-027王07	39	34499	大般涅盤經四十卷（27）	11853311
0109-028王08	34	34533	大般涅盤經四十卷（28）	11853411
0109-029王09	37	34570	大般涅盤經四十卷（29）	11853511
0109-030王10	38	34608	大般涅盤經四十卷（30）	11853611
0109-031鳴01	41	34649	大般涅盤經四十卷（31）	11853711
0109-032鳴02		34649	大般涅盤經四十卷（32）	11853811
0109-033鳴03	39	34688	大般涅盤經四十卷（33）	11853911
0109-034鳴04	33	34721	大般涅盤經四十卷（34）	11854011
0109-035鳴05	33	34754	大般涅盤經四十卷（35）	11854111
0109-036鳴06	34	34788	大般涅盤經四十卷（36）	11854211
0109-037鳴07	33	34821	大般涅盤經四十卷（37）	11854311
0109-038鳴08	33	34854	大般涅盤經四十卷（38）	11854411
0109-039鳴09	31	34885	大般涅盤經四十卷（39）	11854511
0109-040鳴10	35	34920	大般涅盤經四十卷（40）	11854611
0110-001鳳01	42	34962	南本大般涅盤經三十六卷（01）	11854711
0110-002鳳02	42	35004	南本大般涅盤經三十六卷（02）	11854811
0110-003鳳03	36	35040	南本大般涅盤經三十六卷（03）	11854911
0110-004鳳04	30	35070	南本大般涅盤經三十六卷（04）	11855011
0110-005鳳05		35070	南本大般涅盤經三十六卷（05）	11855111
0110-006鳳06	36	35106	南本大般涅盤經三十六卷（06）	11855211
0110-007鳳07	29	35135	南本大般涅盤經三十六卷（07）	11855311
0110-008鳳08	48	35183	南本大般涅盤經三十六卷（08）	11855411
0110-009鳳09	46	35229	南本大般涅盤經三十六卷（09）	11855511
0110-010鳳10	48	35277	南本大般涅盤經三十六卷（10）	11855611
0110-011在01		35277	南本大般涅盤經三十六卷（11）	11855711
0110-012在02	33	35310	南本大般涅盤經三十六卷（12）	11855811
0110-013在03		35310	南本大般涅盤經三十六卷（13）	11855911
0110-014在04		35310	南本大般涅盤經三十六卷（14）	11856011
0110-015在05	44	35354	南本大般涅盤經三十六卷（15）	11856111
0110-016在06		35354	南本大般涅盤經三十六卷（16）	11856211
0110-017在07		35354	南本大般涅盤經三十六卷（17）	11856311
0110-018在08	33	35387	南本大般涅盤經三十六卷（18）	11856411
0110-019在09		35387	南本大般涅盤經三十六卷（19）	11856511
0110-020在10	36	35423	南本大般涅盤經三十六卷（20）	11856611
0110-021樹01	32	35455	南本大般涅盤經三十六卷（21）	11856711
0110-022樹02		35455	南本大般涅盤經三十六卷（22）	11856811
0110-023樹03	44	35499	南本大般涅盤經三十六卷（23）	11856911
0110-024樹04	29	35528	南本大般涅盤經三十六卷（24）	11857011
0110-025樹05	35	35563	南本大般涅盤經三十六卷（25）	11857111
0110-026樹06	44	35607	南本大般涅盤經三十六卷（26）	11857211
0110-027樹07	37	35644	南本大般涅盤經三十六卷（27）	11857311
0110-028樹08	37	35681	南本大般涅盤經三十六卷（28）	11857411
0110-029樹09	38	35719	南本大般涅盤經三十六卷（29）	11857511
0110-030樹10		35719	南本大般涅盤經三十六卷（30）	11857611
0110-031白01	54	35773	南本大般涅盤經三十六卷（31）	11857711
0110-032白02	46	35819	南本大般涅盤經三十六卷（32）	11857811
0110-033白03	42	35861	南本大般涅盤經三十六卷（33）	11857911
0110-034白04	42	35903	南本大般涅盤經三十六卷（34）	11858011
0110-035白05	38	35941	南本大般涅盤經三十六卷（35）	11858111
0110-036白06	41	35982	南本大般涅盤經三十六卷（36）	11858211
0111-001白07		35982	大般涅盤經後分二卷（01）	11858311
0111-002白08	37	36019	大般涅盤經後分二卷（02）	11858411
0112-001白09	50	36069	佛說方等般泥洹經二卷（01）	11858511
0112-002白10	44	36113	佛說方等般泥洹經二卷（02）	11858611
0113-001駒01	37	36150	大悲經五卷（01）	11858711
0113-002駒02	38	36188	大悲經五卷（02）	11858811
0113-003駒03	35	36223	大悲經五卷（03）	11858911
0113-004駒04	31	36254	大悲經五卷（04）	11859011
0113-005駒05	31	36285	大悲經五卷（05）	11859111
0114-001駒06	31	36316	大般涅盤經三卷（01）	11859211
0114-002駒07	34	36350	大般涅盤經三卷（02）	11859311
0114-003駒08		36350	大般涅盤經三卷（03）	11859411
0115-001駒09	45	36395	佛說方等泥洹經二卷（01）	11859511
0115-002駒10	44	36439	佛說方等泥洹經二卷（02）	11859611
0116-001食01	50	36489	大般泥洹經六卷（01）	11859711
0116-002食02	42	36531	大般泥洹經六卷（02）	11859811
0116-003食03	47	36578	大般泥洹經六卷（03）	11859911
0116-004食04	42	36620	大般泥洹經六卷（04）	11860011
0116-005食05	48	36668	大般泥洹經六卷（05）	11860111
0116-006食06	50	36718	大般泥洹經六卷（06）	11860211
0117-001食07	32	36750	四童子三昧經三卷（01）	11860311
0117-002食08	31	36781	四童子三昧經三卷（02）	11860411
0117-003食09	31	36812	四童子三昧經三卷（03）	11860511
0121-001食10	30	36842	①佛垂般涅槃略說教誡經一卷②佛臨涅槃記法住經一卷③佛滅度後棺斂葬送經一卷④般泥洹後灌臘經一卷	11860611
0122-001場01	38	36880	金光明最勝王經十卷（01）	11860711
0122-002場02	31	36911	金光明最勝王經十卷（02）	11860811
0122-003場03	25	36936	金光明最勝王經十卷（03）	11860911
0122-004場04	27	36963	金光明最勝王經十卷（04）	11861011
0122-005場05	30	36993	金光明最勝王經十卷（05）	11861111
0122-006場06	31	37024	金光明最勝王經十卷（06）	11861211
0122-007場07	28	37052	金光明最勝王經十卷（07）	11861311
0122-008場08	32	37084	金光明最勝王經十卷（08）	11861411
0122-009場09	35	37119	金光明最勝王經十卷（09）	11861511
0122-010場10	27	37146	金光明最勝王經十卷（10）	11861611
0123-001化01	32	37178	金光明經四卷（01）	11861711
0123-002化02	34	37212	金光明經四卷（02）	11861811
0123-003化03	31	37243	金光明經四卷（03）	11861911
0123-004化04	31	37274	金光明經四卷（04）	11862011
0124-001化05	34	37308	等集眾德三昧經三卷（01）	11862111
0124-002化06	32	37340	等集眾德三昧經三卷（02）	11862211
0124-003化07	32	37372	等集眾德三昧經三卷（03）	11862311
0125-001化08	32	37404	集一切福德三昧經三卷（01）	11862411
0125-002化09	33	37437	集一切福德三昧經三卷（02）	11862511
0125-003化10	33	37470	集一切福德三昧經三卷（03）	11862611
0126-001被01	37	37507	合部金光明經八卷（01）	11862711
0126-002被02	39	37546	合部金光明經八卷（02）	11862811
0126-003被03	28	37574	合部金光明經八卷（03）	11862911
0126-004被04		37574	合部金光明經八卷（04）	11863011
0126-005被05	24	37598	合部金光明經八卷（05）	11863111
0126-006被06	31	37629	合部金光明經八卷（06）	11863211
0126-007被07	30	37659	合部金光明經八卷（07）	11863311
0126-008被08	27	37686	合部金光明經八卷（08）	11863411
0127-001被09		37686	入定不定印經一卷	11863511
0128-001被10	41	37727	不必定入定入印經一卷	11863611
0129-001草01		37727	無量義經一卷	11863711
0130-001草02	46	37773	妙法蓮華經七卷（01）	11863811
0130-002草03	44	37817	妙法蓮華經七卷（02）	11863911
0130-003草04		37817	妙法蓮華經七卷（03）	11864011
0130-004草05	50	37867	妙法蓮華經七卷（04）	11864111
0130-005草06	48	37915	妙法蓮華經七卷（05）	11864211
0130-006草07	46	37961	妙法蓮華經七卷（06）	11864311
0130-007草08	39	38000	妙法蓮華經七卷（07）	11864411
0132-001草09	31	38031	①法華三昧經一卷②薩曇芬陀利經一卷	11864511
0133-001草10	14	38045	妙法蓮華經觀世音菩薩普門品經一卷	11864611
0134-001木01	54	38099	正法華經十卷（01）	11864711
0134-002木02		38099	正法華經十卷（02）	11864811
0134-003木03	44	38143	正法華經十卷（03）	11864911
0134-004木04	32	38175	正法華經十卷（04）	11865011
0134-005木05	26	38201	正法華經十卷（05）	11865111
0134-006木06	39	38240	正法華經十卷（06）	11865211
0134-007木07	37	38277	正法華經十卷（07）	11865311
0134-008木08	32	38309	正法華經十卷（08）	11865411
0134-009木09	43	38352	正法華經十卷（09）	11865511
0134-010木10	44	38396	正法華經十卷（10）	11865611
0135-001賴01	46	38442	添品妙法蓮華經八卷（01）	11865711
0135-002賴02	44	38486	添品妙法蓮華經八卷（02）	11865811
0135-003賴03	53	38539	添品妙法蓮華經八卷（03）	11865911
0135-004賴04	45	38584	添品妙法蓮華經八卷（04）	11866011
0135-005賴05		38584	添品妙法蓮華經八卷（05）	11866111
0135-006賴06	42	38626	添品妙法蓮華經八卷（06）	11866211
0135-007賴07	39	38665	添品妙法蓮華經八卷（07）	11866311
0135-008賴08	27	38692	添品妙法蓮華經八卷（08）	11866411
0136-001賴09	39	38731	分別緣起初勝法門經二卷（01-02）	11866511
0137-001賴10	37	38768	緣生初勝分法本經二卷（01-02）	11866611
0138-001及01	46	38814	悲華經十卷（01）	11866711
0138-002及02	40	38854	悲華經十卷（02）	11866811
0138-003及03		38854	悲華經十卷（03）	11866911
0138-004及04	42	38896	悲華經十卷（04）	11867011
0138-005及05	35	38931	悲華經十卷（05）	11867111
0138-006及06	38	38969	悲華經十卷（06）	11867211
0138-007及07	39	39008	悲華經十卷（07）	11867311
