編號		頁數	题名	著者	千字文
12338611		37	紹興重雕大藏音三卷（03）	宋處觀集	百10
12338711		50	一切經音義二十六卷（01）	唐玄應撰	郡01
12338811		46	一切經音義二十六卷（02）	唐玄應撰	郡02
12338911		35	一切經音義二十六卷（03）	唐玄應撰	郡03
12339011		31	一切經音義二十六卷（04）	唐玄應撰	郡04
12339111		33	一切經音義二十六卷（05）	唐玄應撰	郡05
12339211		33	一切經音義二十六卷（06）	唐玄應撰	郡06
12339311		38	一切經音義二十六卷（07）	唐玄應撰	郡07
12339411		44	一切經音義二十六卷（08）	唐玄應撰	郡08
12339511		42	一切經音義二十六卷（09）	唐玄應撰	郡09
12339611	暂时无存册		一切經音義二十六卷（10）	唐玄應撰	郡10
12339711		29	一切經音義二十六卷（11）	唐玄應撰	秦01
12339811		43	一切經音義二十六卷（12）	唐玄應撰	秦02
12339911		45	一切經音義二十六卷（13）	唐玄應撰	秦03
12340011		48	一切經音義二十六卷（14）	唐玄應撰	秦04
12340111		49	一切經音義二十六卷（15）	唐玄應撰	秦05
12340211		43	一切經音義二十六卷（16）	唐玄應撰	秦06
12340311		35	一切經音義二十六卷（17）	唐玄應撰	秦07
12340411		39	一切經音義二十六卷（18）	唐玄應撰	秦08
12340511		42	一切經音義二十六卷（19）	唐玄應撰	秦09
12340611		32	一切經音義二十六卷（20）	唐玄應撰	秦10
12340711		44	一切經音義二十六卷（21）	唐玄應撰	并01
12340811	暂时无存册		一切經音義二十六卷（22）	唐玄應撰	并02
12340911		50	一切經音義二十六卷（23）	唐玄應撰	并03
12341011	暂时无存册		一切經音義二十六卷（24）	唐玄應撰	并04
12341111	暂时无存册		一切經音義二十六卷（25）	唐玄應撰	并05
12341211		28	一切經音義二十六卷（26）	唐玄應撰	并06
12341311	暂时无存册		華嚴經音義四卷（01）	唐慧苑述	并07
12341411		44	華嚴經音義四卷（02）	唐慧苑述	并08
12341511		33	華嚴經音義四卷（03）	唐慧苑述	并09
12341611	暂时无存册		華嚴經音義四卷（04）	唐慧苑述	并10
12341711		39	辯偽錄五卷（01）	元祥邁撰	嶽01
12341811		52	辯偽錄五卷（02）	元祥邁撰	嶽02
12341911		35	辯偽錄五卷（03）	元祥邁撰	嶽03
12342011		30	辯偽錄五卷（04）	元祥邁撰	嶽04
12342111		33	辯偽錄五卷（05）	元祥邁撰	嶽05
12342211	暂时无存册		隋眾經目錄五卷（01）	隋翻經沙門及學士等撰	嶽06
12342311		44	隋眾經目錄五卷（02）	隋翻經沙門及學士等撰	嶽07
12342411	暂时无存册		隋眾經目錄五卷（03）	隋翻經沙門及學士等撰	嶽08
12342511		19	隋眾經目錄五卷（04）	隋翻經沙門及學士等撰	嶽09
12342611		37	隋眾經目錄五卷（05）	隋翻經沙門及學士等撰	嶽10
12342711		61	隋眾經目錄六卷（01）	隋法經撰	宗01
12342811		29	隋眾經目錄六卷（02）	隋法經撰	宗02
12342911		41	隋眾經目錄六卷（03）	隋法經撰	宗03
12343011	暂时无存册		隋眾經目錄六卷（04）	隋法經撰	宗04
12343111		38	隋眾經目錄六卷（05）	隋法經撰	宗05
12343211		42	隋眾經目錄六卷（06）	隋法經撰	宗06
12343311		49	武周刊定眾經目錄十四卷（01）	唐明佺等撰	宗07
12343411	暂时无存册		武周刊定眾經目錄十四卷（02）	唐明佺等撰	宗08
12343511		39	武周刊定眾經目錄十四卷（03）	唐明佺等撰	宗09
12343611		39	武周刊定眾經目錄十四卷（04）	唐明佺等撰	宗10
12343711		36	武周刊定眾經目錄十四卷（05）	唐明佺等撰	泰01
12343811		31	武周刊定眾經目錄十四卷（06）	唐明佺等撰	泰02
12343911		46	武周刊定眾經目錄十四卷（07）	唐明佺等撰	泰03
12344011		52	武周刊定眾經目錄十四卷（08）	唐明佺等撰	泰04
12344111		39	武周刊定眾經目錄十四卷（09）	唐明佺等撰	泰05
12344211		34	武周刊定眾經目錄十四卷（10）	唐明佺等撰	泰06
12344311		28	武周刊定眾經目錄十四卷（11）	唐明佺等撰	泰07
12344411		44	武周刊定眾經目錄十四卷（12）	唐明佺等撰	泰08
12344511		47	武周刊定眾經目錄十四卷（13）	唐明佺等撰	泰09
12344611		46	武周刊定眾經目錄十四卷（14）	唐明佺等撰	泰10
12344711	暂时无存册		大藏聖教法寶標目十卷（01）	元王古撰	岱01
12344811		43	大藏聖教法寶標目十卷（02）	元王古撰	岱02
12344911		39	大藏聖教法寶標目十卷（03）	元王古撰	岱03
12345011		48	大藏聖教法寶標目十卷（04）	元王古撰	岱04
12345111		45	大藏聖教法寶標目十卷（05）	元王古撰	岱05
12345211		47	大藏聖教法寶標目十卷（06）	元王古撰	岱06
12345311		44	大藏聖教法寶標目十卷（07）	元王古撰	岱07
12345411		42	大藏聖教法寶標目十卷（08）	元王古撰	岱08
12345511		41	大藏聖教法寶標目十卷（09）	元王古撰	岱09
12345611		41	大藏聖教法寶標目十卷（10）	元王古撰	岱10
12345711	暂时无存册		至元法寶勘同總錄十卷（01）	元慶吉祥等集	禪01
12345811		43	至元法寶勘同總錄十卷（02）	元慶吉祥等集	禪02
12345911		36	至元法寶勘同總錄十卷（03）	元慶吉祥等集	禪03
12346011		39	至元法寶勘同總錄十卷（04）	元慶吉祥等集	禪04
12346111		39	至元法寶勘同總錄十卷（05）	元慶吉祥等集	禪05
12346211		40	至元法寶勘同總錄十卷（06）	元慶吉祥等集	禪06
12346311		40	至元法寶勘同總錄十卷（07）	元慶吉祥等集	禪07
12346411		41	至元法寶勘同總錄十卷（08）	元慶吉祥等集	禪08
12346511		44	至元法寶勘同總錄十卷（09）	元慶吉祥等集	禪09
12346611		33	至元法寶勘同總錄十卷（10）	元慶吉祥等集	禪10
12346711	暂时无存册		楞伽阿颰多羅寶經注解四卷（01上）	明宗泐、如玘同注	主01
12346811		44	楞伽阿颰多羅寶經注解四卷（01下）	明宗泐、如玘同注	主02
12346911		44	楞伽阿颰多羅寶經注解四卷（02上）	明宗泐、如玘同注	主03
12347011		40	楞伽阿颰多羅寶經注解四卷（02下）	明宗泐、如玘同注	主04
12347111		40	楞伽阿颰多羅寶經注解四卷（03上）	明宗泐、如玘同注	主05
12347211		35	楞伽阿颰多羅寶經注解四卷（03下）	明宗泐、如玘同注	主06
12347311		47	楞伽阿颰多羅寶經注解四卷（04上）	明宗泐、如玘同注	主07
12347411	暂时无存册		楞伽阿颰多羅寶經注解四卷（04下）	明宗泐、如玘同注	主08
12347511		56	①般若波羅蜜多心經注解一卷②金剛般若波羅蜜經注解一卷	明宗泐、如玘同注	主09
12347611	暂时无存册		大明太宗文皇帝御製序贊文一卷	明太宗朱棣撰	主10
12347711	暂时无存册		諸佛世尊如來菩薩尊者神僧名經四十卷（01）	明太宗朱棣製	云01
12347811		30	諸佛世尊如來菩薩尊者神僧名經四十卷（02）	明太宗朱棣製	云02
12347911		30	諸佛世尊如來菩薩尊者神僧名經四十卷（03）	明太宗朱棣製	云03
12348011		28	諸佛世尊如來菩薩尊者神僧名經四十卷（04）	明太宗朱棣製	云04
12348111		31	諸佛世尊如來菩薩尊者神僧名經四十卷（05）	明太宗朱棣製	云05
12348211		33	諸佛世尊如來菩薩尊者神僧名經四十卷（06）	明太宗朱棣製	云06
12348311		33	諸佛世尊如來菩薩尊者神僧名經四十卷（07）	明太宗朱棣製	云07
12348411	暂时无存册		諸佛世尊如來菩薩尊者神僧名經四十卷（08）	明太宗朱棣製	云08
12348511	暂时无存册		諸佛世尊如來菩薩尊者神僧名經四十卷（09）	明太宗朱棣製	云09
12348611	暂时无存册		諸佛世尊如來菩薩尊者神僧名經四十卷（10）	明太宗朱棣製	云10
12348711		32	諸佛世尊如來菩薩尊者神僧名經四十卷（11）	明太宗朱棣製	亭01
12348811		31	諸佛世尊如來菩薩尊者神僧名經四十卷（12）	明太宗朱棣製	亭02
12348911		29	諸佛世尊如來菩薩尊者神僧名經四十卷（13）	明太宗朱棣製	亭03
12349011		28	諸佛世尊如來菩薩尊者神僧名經四十卷（14）	明太宗朱棣製	亭04
12349111		31	諸佛世尊如來菩薩尊者神僧名經四十卷（15）	明太宗朱棣製	亭05
12349211		30	諸佛世尊如來菩薩尊者神僧名經四十卷（16）	明太宗朱棣製	亭06
12349311		28	諸佛世尊如來菩薩尊者神僧名經四十卷（17）	明太宗朱棣製	亭07
12349411		28	諸佛世尊如來菩薩尊者神僧名經四十卷（18）	明太宗朱棣製	亭08
12349511		26	諸佛世尊如來菩薩尊者神僧名經四十卷（19）	明太宗朱棣製	亭09
12349611		32	諸佛世尊如來菩薩尊者神僧名經四十卷（20）	明太宗朱棣製	亭10
12349711		39	諸佛世尊如來菩薩尊者神僧名經四十卷（21）	明太宗朱棣製	雁01
12349811		39	諸佛世尊如來菩薩尊者神僧名經四十卷（22）	明太宗朱棣製	雁02
12349911	暂时无存册		諸佛世尊如來菩薩尊者神僧名經四十卷（23）	明太宗朱棣製	雁03
12350011		44	諸佛世尊如來菩薩尊者神僧名經四十卷（24）	明太宗朱棣製	雁04
12350111		38	諸佛世尊如來菩薩尊者神僧名經四十卷（25）	明太宗朱棣製	雁05
12350211		44	諸佛世尊如來菩薩尊者神僧名經四十卷（26）	明太宗朱棣製	雁06
12350311		34	諸佛世尊如來菩薩尊者神僧名經四十卷（27）	明太宗朱棣製	雁07
12350411		44	諸佛世尊如來菩薩尊者神僧名經四十卷（28）	明太宗朱棣製	雁08
12350511		40	諸佛世尊如來菩薩尊者神僧名經四十卷（29）	明太宗朱棣製	雁09
12350611		41	諸佛世尊如來菩薩尊者神僧名經四十卷（30）	明太宗朱棣製	雁10
12350711		45	諸佛世尊如來菩薩尊者神僧名經四十卷（31）	明太宗朱棣製	門01
12350811		40	諸佛世尊如來菩薩尊者神僧名經四十卷（32）	明太宗朱棣製	門02
12350911		44	諸佛世尊如來菩薩尊者神僧名經四十卷（33）	明太宗朱棣製	門03
12351011		38	諸佛世尊如來菩薩尊者神僧名經四十卷（34）	明太宗朱棣製	門04
12351111		48	諸佛世尊如來菩薩尊者神僧名經四十卷（35）	明太宗朱棣製	門05
12351211		39	諸佛世尊如來菩薩尊者神僧名經四十卷（36）	明太宗朱棣製	門06
12351311		38	諸佛世尊如來菩薩尊者神僧名經四十卷（37）	明太宗朱棣製	門07
12351411		42	諸佛世尊如來菩薩尊者神僧名經四十卷（38）	明太宗朱棣製	門08
12351511		43	諸佛世尊如來菩薩尊者神僧名經四十卷（39）	明太宗朱棣製	門09
12351611		34	諸佛世尊如來菩薩尊者神僧名經四十卷（40）	明太宗朱棣製	門10
12351711		45	諸佛世尊如來菩薩尊者名稱歌曲五十卷（01）	明太宗朱棣製	紫01
12351811		44	諸佛世尊如來菩薩尊者名稱歌曲五十卷（02）	明太宗朱棣製	紫02
12351911		41	諸佛世尊如來菩薩尊者名稱歌曲五十卷（03）	明太宗朱棣製	紫03
12352011		41	諸佛世尊如來菩薩尊者名稱歌曲五十卷（04）	明太宗朱棣製	紫04
12352111		47	諸佛世尊如來菩薩尊者名稱歌曲五十卷（05）	明太宗朱棣製	紫05
12352211		42	諸佛世尊如來菩薩尊者名稱歌曲五十卷（06）	明太宗朱棣製	紫06
12352311		29	諸佛世尊如來菩薩尊者名稱歌曲五十卷（07）	明太宗朱棣製	紫07
12352411		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（08）	明太宗朱棣製	紫08
12352511		42	諸佛世尊如來菩薩尊者名稱歌曲五十卷（09）	明太宗朱棣製	紫09
12352611		44	諸佛世尊如來菩薩尊者名稱歌曲五十卷（10）	明太宗朱棣製	紫10
12352711	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（11）	明太宗朱棣製	塞01
12352811		45	諸佛世尊如來菩薩尊者名稱歌曲五十卷（12）	明太宗朱棣製	塞02
12352911		37	諸佛世尊如來菩薩尊者名稱歌曲五十卷（13）	明太宗朱棣製	塞03
12353011		53	諸佛世尊如來菩薩尊者名稱歌曲五十卷（14）	明太宗朱棣製	塞04
12353111		47	諸佛世尊如來菩薩尊者名稱歌曲五十卷（15）	明太宗朱棣製	塞05
12353211		32	諸佛世尊如來菩薩尊者名稱歌曲五十卷（16）	明太宗朱棣製	塞06
12353311		32	諸佛世尊如來菩薩尊者名稱歌曲五十卷（17）	明太宗朱棣製	塞07
12353411		49	諸佛世尊如來菩薩尊者名稱歌曲五十卷（18）	明太宗朱棣製	塞08
12353511		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（19）	明太宗朱棣製	塞09
12353611		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（20）	明太宗朱棣製	塞10
12353711	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（21）	明太宗朱棣製	雞01
12353811		30	諸佛世尊如來菩薩尊者名稱歌曲五十卷（22）	明太宗朱棣製	雞02
12353911		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（23）	明太宗朱棣製	雞03
12354011		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（24）	明太宗朱棣製	雞04
12354111		30	諸佛世尊如來菩薩尊者名稱歌曲五十卷（25）	明太宗朱棣製	雞05
12354211		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（26）	明太宗朱棣製	雞06
12354311		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（27）	明太宗朱棣製	雞07
12354411		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（28）	明太宗朱棣製	雞08
12354511		39	諸佛世尊如來菩薩尊者名稱歌曲五十卷（29）	明太宗朱棣製	雞09
12354611		36	諸佛世尊如來菩薩尊者名稱歌曲五十卷（30）	明太宗朱棣製	雞10
12354711		47	諸佛世尊如來菩薩尊者名稱歌曲五十卷（31）	明太宗朱棣製	田01
12354811		47	諸佛世尊如來菩薩尊者名稱歌曲五十卷（32）	明太宗朱棣製	田02
12354911		39	諸佛世尊如來菩薩尊者名稱歌曲五十卷（33）	明太宗朱棣製	田03
12355011		39	諸佛世尊如來菩薩尊者名稱歌曲五十卷（34）	明太宗朱棣製	田04
12355111		38	諸佛世尊如來菩薩尊者名稱歌曲五十卷（35）	明太宗朱棣製	田05
12355211		39	諸佛世尊如來菩薩尊者名稱歌曲五十卷（36）	明太宗朱棣製	田06
12355311		40	諸佛世尊如來菩薩尊者名稱歌曲五十卷（37）	明太宗朱棣製	田07
12355411		44	諸佛世尊如來菩薩尊者名稱歌曲五十卷（38）	明太宗朱棣製	田08
12355511		32	諸佛世尊如來菩薩尊者名稱歌曲五十卷（39）	明太宗朱棣製	田09
12355611		40	諸佛世尊如來菩薩尊者名稱歌曲五十卷（40）	明太宗朱棣製	田10
12355711	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（41）	明太宗朱棣製	赤01
12355811		39	諸佛世尊如來菩薩尊者名稱歌曲五十卷（42）	明太宗朱棣製	赤02
12355911	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（43）	明太宗朱棣製	赤03
12356011	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（44）	明太宗朱棣製	赤04
12356111	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（45）	明太宗朱棣製	赤05
12356211	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（46）	明太宗朱棣製	赤06
12356311	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（47）	明太宗朱棣製	赤07
12356411	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（48）	明太宗朱棣製	赤08
12356511	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（49）	明太宗朱棣製	赤09
12356611	暂时无存册		諸佛世尊如來菩薩尊者名稱歌曲五十卷（50）	明太宗朱棣製	赤10
12356711	暂时无存册		感應歌曲一卷		城01
12356811		45	神僧傳九卷（01）	明太宗朱棣集撰	城02
12356911		40	神僧傳九卷（02）	明太宗朱棣集撰	城03
12357011		48	神僧傳九卷（03）	明太宗朱棣集撰	城04
12357111		45	神僧傳九卷（04）	明太宗朱棣集撰	城05
12357211	暂时无存册		神僧傳九卷（05）	明太宗朱棣集撰	城06
12357311		44	神僧傳九卷（06）	明太宗朱棣集撰	城07
12357411		51	神僧傳九卷（07）	明太宗朱棣集撰	城08
12357511	暂时无存册		神僧傳九卷（08）	明太宗朱棣集撰	城09
12357611		46	神僧傳九卷（09）	明太宗朱棣集撰	城10
12357711		57	大明三藏法數三十八卷（總目上）	明一如等編集	昆01
12357811		56	大明三藏法數三十八卷（總目下）	明一如等編集	昆02
12357911	暂时无存册		大明三藏法數三十八卷（01）	明一如等編集	昆03
12358011		47	大明三藏法數三十八卷（02）	明一如等編集	昆04
12358111		41	大明三藏法數三十八卷（03）	明一如等編集	昆05
12358211		47	大明三藏法數三十八卷（04）	明一如等編集	昆06
12358311		54	大明三藏法數三十八卷（05）	明一如等編集	昆07
12358411		50	大明三藏法數三十八卷（06）	明一如等編集	昆08
12358511		56	大明三藏法數三十八卷（07）	明一如等編集	昆09
12358611		55	大明三藏法數三十八卷（08）	明一如等編集	昆10
12358711		53	大明三藏法數三十八卷（09）	明一如等編集	池01
12358811	暂时无存册		大明三藏法數三十八卷（10）	明一如等編集	池02
12358911		49	大明三藏法數三十八卷（11）	明一如等編集	池03
12359011		44	大明三藏法數三十八卷（12）	明一如等編集	池04
12359111		50	大明三藏法數三十八卷（13）	明一如等編集	池05
12359211		53	大明三藏法數三十八卷（14）	明一如等編集	池06
12359311		51	大明三藏法數三十八卷（15）	明一如等編集	池07
12359411	暂时无存册		大明三藏法數三十八卷（16）	明一如等編集	池08
12359511		50	大明三藏法數三十八卷（17）	明一如等編集	池09
12359611	暂时无存册		大明三藏法數三十八卷（18）	明一如等編集	池10
12359711		49	大明三藏法數三十八卷（19）	明一如等編集	碣01
12359811		49	大明三藏法數三十八卷（20）	明一如等編集	碣02
12359911		48	大明三藏法數三十八卷（21）	明一如等編集	碣03
12360011		54	大明三藏法數三十八卷（22）	明一如等編集	碣04
12360111		48	大明三藏法數三十八卷（23）	明一如等編集	碣05
12360211		60	大明三藏法數三十八卷（24）	明一如等編集	碣06
12360311		60	大明三藏法數三十八卷（25）	明一如等編集	碣07
12360411		60	大明三藏法數三十八卷（26）	明一如等編集	碣08
12360511		61	大明三藏法數三十八卷（27）	明一如等編集	碣09
12360611		60	大明三藏法數三十八卷（28）	明一如等編集	碣10
12360711		55	大明三藏法數三十八卷（29）	明一如等編集	石01
12360811		51	大明三藏法數三十八卷（30）	明一如等編集	石02
12360911		52	大明三藏法數三十八卷（31）	明一如等編集	石03
12361011		43	大明三藏法數三十八卷（32）	明一如等編集	石04
12361111		52	大明三藏法數三十八卷（33）	明一如等編集	石05
12361211		57	大明三藏法數三十八卷（34）	明一如等編集	石06
12361311		67	大明三藏法數三十八卷（35）	明一如等編集	石07
12361411		48	大明三藏法數三十八卷（36）	明一如等編集	石08
12361511		11	大明三藏法數三十八卷（37）	明一如等編集	石09
12361611		52	大明三藏法數三十八卷（38）	明一如等編集	石10
12361711		45	華嚴懸談會玄記四十卷（01）	唐澄觀疏鈔、元普瑞述記	鉅01
12361811		38	華嚴懸談會玄記四十卷（02）	唐澄觀疏鈔、元普瑞述記	鉅02
12361911	暂时无存册		華嚴懸談會玄記四十卷（03）	唐澄觀疏鈔、元普瑞述記	鉅03
12362011		41	華嚴懸談會玄記四十卷（04）	唐澄觀疏鈔、元普瑞述記	鉅04
12362111		37	華嚴懸談會玄記四十卷（05）	唐澄觀疏鈔、元普瑞述記	鉅05
12362211		37	華嚴懸談會玄記四十卷（06）	唐澄觀疏鈔、元普瑞述記	鉅06
12362311	暂时无存册		華嚴懸談會玄記四十卷（07）	唐澄觀疏鈔、元普瑞述記	鉅07
12362411		36	華嚴懸談會玄記四十卷（08）	唐澄觀疏鈔、元普瑞述記	鉅08
12362511		38	華嚴懸談會玄記四十卷（09）	唐澄觀疏鈔、元普瑞述記	鉅09
12362611		40	華嚴懸談會玄記四十卷（10）	唐澄觀疏鈔、元普瑞述記	鉅10
12362711		42	華嚴懸談會玄記四十卷（11）	唐澄觀疏鈔、元普瑞述記	野01
12362811		40	華嚴懸談會玄記四十卷（12）	唐澄觀疏鈔、元普瑞述記	野02
12362911		49	華嚴懸談會玄記四十卷（13）	唐澄觀疏鈔、元普瑞述記	野03
12363011		38	華嚴懸談會玄記四十卷（14）	唐澄觀疏鈔、元普瑞述記	野04
12363111		67	華嚴懸談會玄記四十卷（15）	唐澄觀疏鈔、元普瑞述記	野05
12363211		63	華嚴懸談會玄記四十卷（16）	唐澄觀疏鈔、元普瑞述記	野06
12363311		51	華嚴懸談會玄記四十卷（17）	唐澄觀疏鈔、元普瑞述記	野07
12363411		38	華嚴懸談會玄記四十卷（18）	唐澄觀疏鈔、元普瑞述記	野08
12363511		40	華嚴懸談會玄記四十卷（19）	唐澄觀疏鈔、元普瑞述記	野09
12363611		53	華嚴懸談會玄記四十卷（20）	唐澄觀疏鈔、元普瑞述記	野10
12363711		50	華嚴懸談會玄記四十卷（21）	唐澄觀疏鈔、元普瑞述記	洞01
12363811		39	華嚴懸談會玄記四十卷（22）	唐澄觀疏鈔、元普瑞述記	洞02
12363911		36	華嚴懸談會玄記四十卷（23）	唐澄觀疏鈔、元普瑞述記	洞03
12364011		41	華嚴懸談會玄記四十卷（24）	唐澄觀疏鈔、元普瑞述記	洞04
12364111		37	華嚴懸談會玄記四十卷（25）	唐澄觀疏鈔、元普瑞述記	洞05
12364211		41	華嚴懸談會玄記四十卷（26）	唐澄觀疏鈔、元普瑞述記	洞06
12364311		38	華嚴懸談會玄記四十卷（27）	唐澄觀疏鈔、元普瑞述記	洞07
12364411		38	華嚴懸談會玄記四十卷（28）	唐澄觀疏鈔、元普瑞述記	洞08
12364511		40	華嚴懸談會玄記四十卷（29）	唐澄觀疏鈔、元普瑞述記	洞09
12364611		43	華嚴懸談會玄記四十卷（30）	唐澄觀疏鈔、元普瑞述記	洞10
12364711		42	華嚴懸談會玄記四十卷（31）	唐澄觀疏鈔、元普瑞述記	庭01
12364811		42	華嚴懸談會玄記四十卷（32）	唐澄觀疏鈔、元普瑞述記	庭02
12364911		46	華嚴懸談會玄記四十卷（33）	唐澄觀疏鈔、元普瑞述記	庭03
12365011		49	華嚴懸談會玄記四十卷（34）	唐澄觀疏鈔、元普瑞述記	庭04
12365111		55	華嚴懸談會玄記四十卷（35）	唐澄觀疏鈔、元普瑞述記	庭05
12365211		35	華嚴懸談會玄記四十卷（36）	唐澄觀疏鈔、元普瑞述記	庭06
12365311		66	華嚴懸談會玄記四十卷（37）	唐澄觀疏鈔、元普瑞述記	庭07
12365411	暂时无存册		華嚴懸談會玄記四十卷（38）	唐澄觀疏鈔、元普瑞述記	庭08
12365511		55	華嚴懸談會玄記四十卷（39）	唐澄觀疏鈔、元普瑞述記	庭09
12365611		48	華嚴懸談會玄記四十卷（40）	唐澄觀疏鈔、元普瑞述記	庭10
12365711		26	妙法蓮華經要解科文一卷	宋戒環解	曠01
12365811		25	妙法蓮華經要解十九卷（01）	宋戒環解	曠02
12365911	暂时无存册		妙法蓮華經要解十九卷（02）	宋戒環解	曠03
12366011	暂时无存册		妙法蓮華經要解十九卷（03）	宋戒環解	曠04
12366111		35	妙法蓮華經要解十九卷（04）	宋戒環解	曠05
12366211		36	妙法蓮華經要解十九卷（05）	宋戒環解	曠06
12366311		37	妙法蓮華經要解十九卷（06）	宋戒環解	曠07
12366411		37	妙法蓮華經要解十九卷（07）	宋戒環解	曠08
12366511		34	妙法蓮華經要解十九卷（08）	宋戒環解	曠09
12366611	暂时无存册		妙法蓮華經要解十九卷（09）	宋戒環解	曠10
12366711		51	妙法蓮華經要解十九卷（10）	宋戒環解	遠01
12366811		44	妙法蓮華經要解十九卷（11）	宋戒環解	遠02
12366911		34	妙法蓮華經要解十九卷（12）	宋戒環解	遠03
12367011		37	妙法蓮華經要解十九卷（13）	宋戒環解	遠04
12367111		21	妙法蓮華經要解十九卷（14）	宋戒環解	遠05
12367211		33	妙法蓮華經要解十九卷（15）	宋戒環解	遠06
12367311		15	妙法蓮華經要解十九卷（16）	宋戒環解	遠07
12367411		40	妙法蓮華經要解十九卷（17）	宋戒環解	遠08
12367511		38	妙法蓮華經要解十九卷（18）	宋戒環解	遠09
12367611		41	妙法蓮華經要解十九卷（19）	宋戒環解	遠10
12367711		28	大佛頂萬行首楞嚴經會解二十卷（01）	唐宋九師釋、元惟則會解	綿01
12367811		40	大佛頂萬行首楞嚴經會解二十卷（02）	唐宋九師釋、元惟則會解	綿02
12367911		39	大佛頂萬行首楞嚴經會解二十卷（03）	唐宋九師釋、元惟則會解	綿03
12368011		37	大佛頂萬行首楞嚴經會解二十卷（04）	唐宋九師釋、元惟則會解	綿04
12368111		30	大佛頂萬行首楞嚴經會解二十卷（05）	唐宋九師釋、元惟則會解	綿05
12368211		36	大佛頂萬行首楞嚴經會解二十卷（06）	唐宋九師釋、元惟則會解	綿06
12368311		46	大佛頂萬行首楞嚴經會解二十卷（07）	唐宋九師釋、元惟則會解	綿07
12368411	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（08）	唐宋九師釋、元惟則會解	綿08
12368511		32	大佛頂萬行首楞嚴經會解二十卷（09）	唐宋九師釋、元惟則會解	綿09
12368611		33	大佛頂萬行首楞嚴經會解二十卷（10）	唐宋九師釋、元惟則會解	綿10
12368711	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（11）	唐宋九師釋、元惟則會解	邈01
12368811	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（12）	唐宋九師釋、元惟則會解	邈02
12368911	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（13）	唐宋九師釋、元惟則會解	邈03
12369011	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（14）	唐宋九師釋、元惟則會解	邈04
12369111	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（15）	唐宋九師釋、元惟則會解	邈05
12369211		52	大佛頂萬行首楞嚴經會解二十卷（16）	唐宋九師釋、元惟則會解	邈06
12369311	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（17）	唐宋九師釋、元惟則會解	邈07
12369411	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（18）	唐宋九師釋、元惟則會解	邈08
12369511	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（19）	唐宋九師釋、元惟則會解	邈09
12369611	暂时无存册		大佛頂萬行首楞嚴經會解二十卷（20）	唐宋九師釋、元惟則會解	邈10
12369711	暂时无存册		大乘起信論疏五卷（01）	唐法藏述	巖01
12369811		33	大乘起信論疏五卷（02）	唐法藏述	巖02
12369911		38	大乘起信論疏五卷（03）	唐法藏述	巖03
12370011		29	大乘起信論疏五卷（04）	唐法藏述	巖04
12370111		29	大乘起信論疏五卷（05）	唐法藏述	巖05
12370211		37	大乘起信論疏筆削記十五卷（01）	宋子璿錄	巖06
12370311		33	大乘起信論疏筆削記十五卷（02）	宋子璿錄	巖07
12370411		38	大乘起信論疏筆削記十五卷（03）	宋子璿錄	巖08
12370511		43	大乘起信論疏筆削記十五卷（04）	宋子璿錄	巖09
12370611		36	大乘起信論疏筆削記十五卷（05）	宋子璿錄	巖10
12370711	暂时无存册		大乘起信論疏筆削記十五卷（06）	宋子璿錄	岫01
12370811		38	大乘起信論疏筆削記十五卷（07）	宋子璿錄	岫02
12370911		63	大乘起信論疏筆削記十五卷（08）	宋子璿錄	岫03
12371011	暂时无存册		大乘起信論疏筆削記十五卷（09）	宋子璿錄	岫04
12371111		30	大乘起信論疏筆削記十五卷（10）	宋子璿錄	岫05
12371211		34	大乘起信論疏筆削記十五卷（11）	宋子璿錄	岫06
12371311		55	大乘起信論疏筆削記十五卷（12）	宋子璿錄	岫07
12371411		55	大乘起信論疏筆削記十五卷（13）	宋子璿錄	岫08
